"treatment"	"h"	"p"	"repl"	"complianceRate"	"observedCompliance"
"4596"	2	0	0.15	96	0.774	0.616181229773463
"4597"	2	0	0.15	97	0.756	0.616181229773463
"4598"	2	0	0.15	98	0.75	0.616181229773463
"4599"	2	0	0.15	99	0.754	0.616181229773463
"4600"	2	0	0.15	100	0.702	0.616181229773463
"4601"	2	0	0.2	1	0.734	0.616181229773463
"4602"	2	0	0.2	2	0.722	0.616181229773463
"4603"	2	0	0.2	3	0.7	0.616181229773463
"4604"	2	0	0.2	4	0.7	0.616181229773463
"4605"	2	0	0.2	5	0.752	0.616181229773463
"4606"	2	0	0.2	6	0.708	0.616181229773463
"4607"	2	0	0.2	7	0.746	0.616181229773463
"4608"	2	0	0.2	8	0.714	0.616181229773463
"4609"	2	0	0.2	9	0.734	0.616181229773463
"4610"	2	0	0.2	10	0.748	0.616181229773463
"4611"	2	0	0.2	11	0.734	0.616181229773463
"4612"	2	0	0.2	12	0.77	0.616181229773463
"4613"	2	0	0.2	13	0.748	0.616181229773463
"4614"	2	0	0.2	14	0.72	0.616181229773463
"4615"	2	0	0.2	15	0.734	0.616181229773463
"4616"	2	0	0.2	16	0.748	0.616181229773463
"4617"	2	0	0.2	17	0.73	0.616181229773463
"4618"	2	0	0.2	18	0.772	0.616181229773463
"4619"	2	0	0.2	19	0.724	0.616181229773463
"4620"	2	0	0.2	20	0.748	0.616181229773463
"4621"	2	0	0.2	21	0.748	0.616181229773463
"4622"	2	0	0.2	22	0.746	0.616181229773463
"4623"	2	0	0.2	23	0.734	0.616181229773463
"4624"	2	0	0.2	24	0.744	0.616181229773463
"4625"	2	0	0.2	25	0.712	0.616181229773463
"4626"	2	0	0.2	26	0.714	0.616181229773463
"4627"	2	0	0.2	27	0.764	0.616181229773463
"4628"	2	0	0.2	28	0.76	0.616181229773463
"4629"	2	0	0.2	29	0.74	0.616181229773463
"4630"	2	0	0.2	30	0.728	0.616181229773463
"4631"	2	0	0.2	31	0.776	0.616181229773463
"4632"	2	0	0.2	32	0.764	0.616181229773463
"4633"	2	0	0.2	33	0.736	0.616181229773463
"4634"	2	0	0.2	34	0.704	0.616181229773463
"4635"	2	0	0.2	35	0.732	0.616181229773463
"4636"	2	0	0.2	36	0.736	0.616181229773463
"4637"	2	0	0.2	37	0.732	0.616181229773463
"4638"	2	0	0.2	38	0.714	0.616181229773463
"4639"	2	0	0.2	39	0.734	0.616181229773463
"4640"	2	0	0.2	40	0.698	0.616181229773463
"4641"	2	0	0.2	41	0.724	0.616181229773463
"4642"	2	0	0.2	42	0.742	0.616181229773463
"4643"	2	0	0.2	43	0.748	0.616181229773463
"4644"	2	0	0.2	44	0.734	0.616181229773463
"4645"	2	0	0.2	45	0.76	0.616181229773463
"4646"	2	0	0.2	46	0.714	0.616181229773463
"4647"	2	0	0.2	47	0.734	0.616181229773463
"4648"	2	0	0.2	48	0.748	0.616181229773463
"4649"	2	0	0.2	49	0.762	0.616181229773463
"4650"	2	0	0.2	50	0.75	0.616181229773463
"4651"	2	0	0.2	51	0.704	0.616181229773463
"4652"	2	0	0.2	52	0.7	0.616181229773463
"4653"	2	0	0.2	53	0.746	0.616181229773463
"4654"	2	0	0.2	54	0.7	0.616181229773463
"4655"	2	0	0.2	55	0.704	0.616181229773463
"4656"	2	0	0.2	56	0.734	0.616181229773463
"4657"	2	0	0.2	57	0.758	0.616181229773463
"4658"	2	0	0.2	58	0.732	0.616181229773463
"4659"	2	0	0.2	59	0.744	0.616181229773463
"4660"	2	0	0.2	60	0.738	0.616181229773463
"4661"	2	0	0.2	61	0.7	0.616181229773463
"4662"	2	0	0.2	62	0.764	0.616181229773463
"4663"	2	0	0.2	63	0.754	0.616181229773463
"4664"	2	0	0.2	64	0.76	0.616181229773463
"4665"	2	0	0.2	65	0.74	0.616181229773463
"4666"	2	0	0.2	66	0.728	0.616181229773463
"4667"	2	0	0.2	67	0.732	0.616181229773463
"4668"	2	0	0.2	68	0.712	0.616181229773463
"4669"	2	0	0.2	69	0.728	0.616181229773463
"4670"	2	0	0.2	70	0.714	0.616181229773463
"4671"	2	0	0.2	71	0.742	0.616181229773463
"4672"	2	0	0.2	72	0.724	0.616181229773463
"4673"	2	0	0.2	73	0.72	0.616181229773463
"4674"	2	0	0.2	74	0.704	0.616181229773463
"4675"	2	0	0.2	75	0.768	0.616181229773463
"4676"	2	0	0.2	76	0.742	0.616181229773463
"4677"	2	0	0.2	77	0.732	0.616181229773463
"4678"	2	0	0.2	78	0.698	0.616181229773463
"4679"	2	0	0.2	79	0.764	0.616181229773463
"4680"	2	0	0.2	80	0.734	0.616181229773463
"4681"	2	0	0.2	81	0.74	0.616181229773463
"4682"	2	0	0.2	82	0.776	0.616181229773463
"4683"	2	0	0.2	83	0.748	0.616181229773463
"4684"	2	0	0.2	84	0.73	0.616181229773463
"4685"	2	0	0.2	85	0.734	0.616181229773463
"4686"	2	0	0.2	86	0.746	0.616181229773463
"4687"	2	0	0.2	87	0.754	0.616181229773463
"4688"	2	0	0.2	88	0.748	0.616181229773463
"4689"	2	0	0.2	89	0.734	0.616181229773463
"4690"	2	0	0.2	90	0.748	0.616181229773463
"4691"	2	0	0.2	91	0.728	0.616181229773463
"4692"	2	0	0.2	92	0.734	0.616181229773463
"4693"	2	0	0.2	93	0.706	0.616181229773463
"4694"	2	0	0.2	94	0.732	0.616181229773463
"4695"	2	0	0.2	95	0.718	0.616181229773463
"4696"	2	0	0.2	96	0.716	0.616181229773463
"4697"	2	0	0.2	97	0.742	0.616181229773463
"4698"	2	0	0.2	98	0.74	0.616181229773463
"4699"	2	0	0.2	99	0.704	0.616181229773463
"4700"	2	0	0.2	100	0.706	0.616181229773463
"4701"	2	0	0.25	1	0.716	0.616181229773463
"4702"	2	0	0.25	2	0.73	0.616181229773463
"4703"	2	0	0.25	3	0.738	0.616181229773463
"4704"	2	0	0.25	4	0.708	0.616181229773463
"4705"	2	0	0.25	5	0.734	0.616181229773463
"4706"	2	0	0.25	6	0.736	0.616181229773463
"4707"	2	0	0.25	7	0.706	0.616181229773463
"4708"	2	0	0.25	8	0.702	0.616181229773463
"4709"	2	0	0.25	9	0.758	0.616181229773463
"4710"	2	0	0.25	10	0.73	0.616181229773463
"4711"	2	0	0.25	11	0.732	0.616181229773463
"4712"	2	0	0.25	12	0.764	0.616181229773463
"4713"	2	0	0.25	13	0.716	0.616181229773463
"4714"	2	0	0.25	14	0.742	0.616181229773463
"4715"	2	0	0.25	15	0.728	0.616181229773463
"4716"	2	0	0.25	16	0.742	0.616181229773463
"4717"	2	0	0.25	17	0.726	0.616181229773463
"4718"	2	0	0.25	18	0.706	0.616181229773463
"4719"	2	0	0.25	19	0.716	0.616181229773463
"4720"	2	0	0.25	20	0.776	0.616181229773463
"4721"	2	0	0.25	21	0.71	0.616181229773463
"4722"	2	0	0.25	22	0.692	0.616181229773463
"4723"	2	0	0.25	23	0.728	0.616181229773463
"4724"	2	0	0.25	24	0.724	0.616181229773463
"4725"	2	0	0.25	25	0.708	0.616181229773463
"4726"	2	0	0.25	26	0.706	0.616181229773463
"4727"	2	0	0.25	27	0.746	0.616181229773463
"4728"	2	0	0.25	28	0.72	0.616181229773463
"4729"	2	0	0.25	29	0.688	0.616181229773463
"4730"	2	0	0.25	30	0.722	0.616181229773463
"4731"	2	0	0.25	31	0.752	0.616181229773463
"4732"	2	0	0.25	32	0.738	0.616181229773463
"4733"	2	0	0.25	33	0.732	0.616181229773463
"4734"	2	0	0.25	34	0.754	0.616181229773463
"4735"	2	0	0.25	35	0.714	0.616181229773463
"4736"	2	0	0.25	36	0.726	0.616181229773463
"4737"	2	0	0.25	37	0.69	0.616181229773463
"4738"	2	0	0.25	38	0.724	0.616181229773463
"4739"	2	0	0.25	39	0.698	0.616181229773463
"4740"	2	0	0.25	40	0.75	0.616181229773463
"4741"	2	0	0.25	41	0.686	0.616181229773463
"4742"	2	0	0.25	42	0.732	0.616181229773463
"4743"	2	0	0.25	43	0.744	0.616181229773463
"4744"	2	0	0.25	44	0.742	0.616181229773463
"4745"	2	0	0.25	45	0.73	0.616181229773463
"4746"	2	0	0.25	46	0.742	0.616181229773463
"4747"	2	0	0.25	47	0.702	0.616181229773463
"4748"	2	0	0.25	48	0.73	0.616181229773463
"4749"	2	0	0.25	49	0.726	0.616181229773463
"4750"	2	0	0.25	50	0.738	0.616181229773463
"4751"	2	0	0.25	51	0.724	0.616181229773463
"4752"	2	0	0.25	52	0.724	0.616181229773463
"4753"	2	0	0.25	53	0.728	0.616181229773463
"4754"	2	0	0.25	54	0.722	0.616181229773463
"4755"	2	0	0.25	55	0.738	0.616181229773463
"4756"	2	0	0.25	56	0.738	0.616181229773463
"4757"	2	0	0.25	57	0.754	0.616181229773463
"4758"	2	0	0.25	58	0.7	0.616181229773463
"4759"	2	0	0.25	59	0.736	0.616181229773463
"4760"	2	0	0.25	60	0.754	0.616181229773463
"4761"	2	0	0.25	61	0.686	0.616181229773463
"4762"	2	0	0.25	62	0.74	0.616181229773463
"4763"	2	0	0.25	63	0.734	0.616181229773463
"4764"	2	0	0.25	64	0.736	0.616181229773463
"4765"	2	0	0.25	65	0.734	0.616181229773463
"4766"	2	0	0.25	66	0.73	0.616181229773463
"4767"	2	0	0.25	67	0.744	0.616181229773463
"4768"	2	0	0.25	68	0.732	0.616181229773463
"4769"	2	0	0.25	69	0.748	0.616181229773463
"4770"	2	0	0.25	70	0.722	0.616181229773463
"4771"	2	0	0.25	71	0.728	0.616181229773463
"4772"	2	0	0.25	72	0.71	0.616181229773463
"4773"	2	0	0.25	73	0.73	0.616181229773463
"4774"	2	0	0.25	74	0.726	0.616181229773463
"4775"	2	0	0.25	75	0.72	0.616181229773463
"4776"	2	0	0.25	76	0.752	0.616181229773463
"4777"	2	0	0.25	77	0.726	0.616181229773463
"4778"	2	0	0.25	78	0.73	0.616181229773463
"4779"	2	0	0.25	79	0.694	0.616181229773463
"4780"	2	0	0.25	80	0.734	0.616181229773463
"4781"	2	0	0.25	81	0.748	0.616181229773463
"4782"	2	0	0.25	82	0.698	0.616181229773463
"4783"	2	0	0.25	83	0.692	0.616181229773463
"4784"	2	0	0.25	84	0.714	0.616181229773463
"4785"	2	0	0.25	85	0.738	0.616181229773463
"4786"	2	0	0.25	86	0.76	0.616181229773463
"4787"	2	0	0.25	87	0.728	0.616181229773463
"4788"	2	0	0.25	88	0.692	0.616181229773463
"4789"	2	0	0.25	89	0.728	0.616181229773463
"4790"	2	0	0.25	90	0.738	0.616181229773463
"4791"	2	0	0.25	91	0.736	0.616181229773463
"4792"	2	0	0.25	92	0.746	0.616181229773463
"4793"	2	0	0.25	93	0.72	0.616181229773463
"4794"	2	0	0.25	94	0.708	0.616181229773463
"4795"	2	0	0.25	95	0.724	0.616181229773463
"4796"	2	0	0.25	96	0.752	0.616181229773463
"4797"	2	0	0.25	97	0.672	0.616181229773463
"4798"	2	0	0.25	98	0.704	0.616181229773463
"4799"	2	0	0.25	99	0.732	0.616181229773463
"4800"	2	0	0.25	100	0.742	0.616181229773463
"4801"	2	0	0.3	1	0.722	0.616181229773463
"4802"	2	0	0.3	2	0.726	0.616181229773463
"4803"	2	0	0.3	3	0.742	0.616181229773463
"4804"	2	0	0.3	4	0.716	0.616181229773463
"4805"	2	0	0.3	5	0.744	0.616181229773463
"4806"	2	0	0.3	6	0.708	0.616181229773463
"4807"	2	0	0.3	7	0.718	0.616181229773463
"4808"	2	0	0.3	8	0.706	0.616181229773463
"4809"	2	0	0.3	9	0.728	0.616181229773463
"4810"	2	0	0.3	10	0.71	0.616181229773463
"4811"	2	0	0.3	11	0.734	0.616181229773463
"4812"	2	0	0.3	12	0.668	0.616181229773463
"4813"	2	0	0.3	13	0.724	0.616181229773463
"4814"	2	0	0.3	14	0.706	0.616181229773463
"4815"	2	0	0.3	15	0.722	0.616181229773463
"4816"	2	0	0.3	16	0.764	0.616181229773463
"4817"	2	0	0.3	17	0.718	0.616181229773463
"4818"	2	0	0.3	18	0.72	0.616181229773463
"4819"	2	0	0.3	19	0.72	0.616181229773463
"4820"	2	0	0.3	20	0.742	0.616181229773463
"4821"	2	0	0.3	21	0.752	0.616181229773463
"4822"	2	0	0.3	22	0.692	0.616181229773463
"4823"	2	0	0.3	23	0.728	0.616181229773463
"4824"	2	0	0.3	24	0.688	0.616181229773463
"4825"	2	0	0.3	25	0.714	0.616181229773463
"4826"	2	0	0.3	26	0.712	0.616181229773463
"4827"	2	0	0.3	27	0.754	0.616181229773463
"4828"	2	0	0.3	28	0.722	0.616181229773463
"4829"	2	0	0.3	29	0.72	0.616181229773463
"4830"	2	0	0.3	30	0.684	0.616181229773463
"4831"	2	0	0.3	31	0.72	0.616181229773463
"4832"	2	0	0.3	32	0.75	0.616181229773463
"4833"	2	0	0.3	33	0.71	0.616181229773463
"4834"	2	0	0.3	34	0.73	0.616181229773463
"4835"	2	0	0.3	35	0.678	0.616181229773463
"4836"	2	0	0.3	36	0.714	0.616181229773463
"4837"	2	0	0.3	37	0.706	0.616181229773463
"4838"	2	0	0.3	38	0.772	0.616181229773463
"4839"	2	0	0.3	39	0.72	0.616181229773463
"4840"	2	0	0.3	40	0.714	0.616181229773463
"4841"	2	0	0.3	41	0.736	0.616181229773463
"4842"	2	0	0.3	42	0.714	0.616181229773463
"4843"	2	0	0.3	43	0.716	0.616181229773463
"4844"	2	0	0.3	44	0.728	0.616181229773463
"4845"	2	0	0.3	45	0.702	0.616181229773463
"4846"	2	0	0.3	46	0.698	0.616181229773463
"4847"	2	0	0.3	47	0.706	0.616181229773463
"4848"	2	0	0.3	48	0.748	0.616181229773463
"4849"	2	0	0.3	49	0.752	0.616181229773463
"4850"	2	0	0.3	50	0.726	0.616181229773463
"4851"	2	0	0.3	51	0.73	0.616181229773463
"4852"	2	0	0.3	52	0.694	0.616181229773463
"4853"	2	0	0.3	53	0.748	0.616181229773463
"4854"	2	0	0.3	54	0.706	0.616181229773463
"4855"	2	0	0.3	55	0.716	0.616181229773463
"4856"	2	0	0.3	56	0.724	0.616181229773463
"4857"	2	0	0.3	57	0.76	0.616181229773463
"4858"	2	0	0.3	58	0.718	0.616181229773463
"4859"	2	0	0.3	59	0.752	0.616181229773463
"4860"	2	0	0.3	60	0.694	0.616181229773463
"4861"	2	0	0.3	61	0.73	0.616181229773463
"4862"	2	0	0.3	62	0.734	0.616181229773463
"4863"	2	0	0.3	63	0.754	0.616181229773463
"4864"	2	0	0.3	64	0.714	0.616181229773463
"4865"	2	0	0.3	65	0.724	0.616181229773463
"4866"	2	0	0.3	66	0.732	0.616181229773463
"4867"	2	0	0.3	67	0.702	0.616181229773463
"4868"	2	0	0.3	68	0.696	0.616181229773463
"4869"	2	0	0.3	69	0.704	0.616181229773463
"4870"	2	0	0.3	70	0.71	0.616181229773463
"4871"	2	0	0.3	71	0.724	0.616181229773463
"4872"	2	0	0.3	72	0.764	0.616181229773463
"4873"	2	0	0.3	73	0.732	0.616181229773463
"4874"	2	0	0.3	74	0.71	0.616181229773463
"4875"	2	0	0.3	75	0.692	0.616181229773463
"4876"	2	0	0.3	76	0.718	0.616181229773463
"4877"	2	0	0.3	77	0.714	0.616181229773463
"4878"	2	0	0.3	78	0.766	0.616181229773463
"4879"	2	0	0.3	79	0.732	0.616181229773463
"4880"	2	0	0.3	80	0.734	0.616181229773463
"4881"	2	0	0.3	81	0.704	0.616181229773463
"4882"	2	0	0.3	82	0.708	0.616181229773463
"4883"	2	0	0.3	83	0.714	0.616181229773463
"4884"	2	0	0.3	84	0.72	0.616181229773463
"4885"	2	0	0.3	85	0.734	0.616181229773463
"4886"	2	0	0.3	86	0.722	0.616181229773463
"4887"	2	0	0.3	87	0.68	0.616181229773463
"4888"	2	0	0.3	88	0.71	0.616181229773463
"4889"	2	0	0.3	89	0.714	0.616181229773463
"4890"	2	0	0.3	90	0.746	0.616181229773463
"4891"	2	0	0.3	91	0.732	0.616181229773463
"4892"	2	0	0.3	92	0.73	0.616181229773463
"4893"	2	0	0.3	93	0.702	0.616181229773463
"4894"	2	0	0.3	94	0.732	0.616181229773463
"4895"	2	0	0.3	95	0.722	0.616181229773463
"4896"	2	0	0.3	96	0.712	0.616181229773463
"4897"	2	0	0.3	97	0.728	0.616181229773463
"4898"	2	0	0.3	98	0.704	0.616181229773463
"4899"	2	0	0.3	99	0.702	0.616181229773463
"4900"	2	0	0.3	100	0.744	0.616181229773463
"4901"	2	0	0.35	1	0.728	0.616181229773463
"4902"	2	0	0.35	2	0.754	0.616181229773463
"4903"	2	0	0.35	3	0.726	0.616181229773463
"4904"	2	0	0.35	4	0.738	0.616181229773463
"4905"	2	0	0.35	5	0.72	0.616181229773463
"4906"	2	0	0.35	6	0.744	0.616181229773463
"4907"	2	0	0.35	7	0.708	0.616181229773463
"4908"	2	0	0.35	8	0.714	0.616181229773463
"4909"	2	0	0.35	9	0.734	0.616181229773463
"4910"	2	0	0.35	10	0.716	0.616181229773463
"4911"	2	0	0.35	11	0.728	0.616181229773463
"4912"	2	0	0.35	12	0.738	0.616181229773463
"4913"	2	0	0.35	13	0.734	0.616181229773463
"4914"	2	0	0.35	14	0.704	0.616181229773463
"4915"	2	0	0.35	15	0.7	0.616181229773463
"4916"	2	0	0.35	16	0.732	0.616181229773463
"4917"	2	0	0.35	17	0.696	0.616181229773463
"4918"	2	0	0.35	18	0.724	0.616181229773463
"4919"	2	0	0.35	19	0.74	0.616181229773463
"4920"	2	0	0.35	20	0.716	0.616181229773463
"4921"	2	0	0.35	21	0.714	0.616181229773463
"4922"	2	0	0.35	22	0.746	0.616181229773463
"4923"	2	0	0.35	23	0.706	0.616181229773463
"4924"	2	0	0.35	24	0.722	0.616181229773463
"4925"	2	0	0.35	25	0.732	0.616181229773463
"4926"	2	0	0.35	26	0.744	0.616181229773463
"4927"	2	0	0.35	27	0.686	0.616181229773463
"4928"	2	0	0.35	28	0.754	0.616181229773463
"4929"	2	0	0.35	29	0.688	0.616181229773463
"4930"	2	0	0.35	30	0.714	0.616181229773463
"4931"	2	0	0.35	31	0.696	0.616181229773463
"4932"	2	0	0.35	32	0.728	0.616181229773463
"4933"	2	0	0.35	33	0.73	0.616181229773463
"4934"	2	0	0.35	34	0.732	0.616181229773463
"4935"	2	0	0.35	35	0.718	0.616181229773463
"4936"	2	0	0.35	36	0.702	0.616181229773463
"4937"	2	0	0.35	37	0.734	0.616181229773463
"4938"	2	0	0.35	38	0.724	0.616181229773463
"4939"	2	0	0.35	39	0.694	0.616181229773463
"4940"	2	0	0.35	40	0.69	0.616181229773463
"4941"	2	0	0.35	41	0.734	0.616181229773463
"4942"	2	0	0.35	42	0.702	0.616181229773463
"4943"	2	0	0.35	43	0.716	0.616181229773463
"4944"	2	0	0.35	44	0.69	0.616181229773463
"4945"	2	0	0.35	45	0.738	0.616181229773463
"4946"	2	0	0.35	46	0.668	0.616181229773463
"4947"	2	0	0.35	47	0.736	0.616181229773463
"4948"	2	0	0.35	48	0.73	0.616181229773463
"4949"	2	0	0.35	49	0.728	0.616181229773463
"4950"	2	0	0.35	50	0.742	0.616181229773463
"4951"	2	0	0.35	51	0.714	0.616181229773463
"4952"	2	0	0.35	52	0.716	0.616181229773463
"4953"	2	0	0.35	53	0.758	0.616181229773463
"4954"	2	0	0.35	54	0.706	0.616181229773463
"4955"	2	0	0.35	55	0.74	0.616181229773463
"4956"	2	0	0.35	56	0.728	0.616181229773463
"4957"	2	0	0.35	57	0.724	0.616181229773463
"4958"	2	0	0.35	58	0.674	0.616181229773463
"4959"	2	0	0.35	59	0.73	0.616181229773463
"4960"	2	0	0.35	60	0.71	0.616181229773463
"4961"	2	0	0.35	61	0.742	0.616181229773463
"4962"	2	0	0.35	62	0.746	0.616181229773463
"4963"	2	0	0.35	63	0.696	0.616181229773463
"4964"	2	0	0.35	64	0.704	0.616181229773463
"4965"	2	0	0.35	65	0.712	0.616181229773463
"4966"	2	0	0.35	66	0.726	0.616181229773463
"4967"	2	0	0.35	67	0.728	0.616181229773463
"4968"	2	0	0.35	68	0.74	0.616181229773463
"4969"	2	0	0.35	69	0.704	0.616181229773463
"4970"	2	0	0.35	70	0.71	0.616181229773463
"4971"	2	0	0.35	71	0.712	0.616181229773463
"4972"	2	0	0.35	72	0.704	0.616181229773463
"4973"	2	0	0.35	73	0.72	0.616181229773463
"4974"	2	0	0.35	74	0.716	0.616181229773463
"4975"	2	0	0.35	75	0.728	0.616181229773463
"4976"	2	0	0.35	76	0.692	0.616181229773463
"4977"	2	0	0.35	77	0.68	0.616181229773463
"4978"	2	0	0.35	78	0.702	0.616181229773463
"4979"	2	0	0.35	79	0.73	0.616181229773463
"4980"	2	0	0.35	80	0.732	0.616181229773463
"4981"	2	0	0.35	81	0.69	0.616181229773463
"4982"	2	0	0.35	82	0.71	0.616181229773463
"4983"	2	0	0.35	83	0.738	0.616181229773463
"4984"	2	0	0.35	84	0.706	0.616181229773463
"4985"	2	0	0.35	85	0.688	0.616181229773463
"4986"	2	0	0.35	86	0.69	0.616181229773463
"4987"	2	0	0.35	87	0.72	0.616181229773463
"4988"	2	0	0.35	88	0.736	0.616181229773463
"4989"	2	0	0.35	89	0.704	0.616181229773463
"4990"	2	0	0.35	90	0.744	0.616181229773463
"4991"	2	0	0.35	91	0.702	0.616181229773463
"4992"	2	0	0.35	92	0.716	0.616181229773463
"4993"	2	0	0.35	93	0.744	0.616181229773463
"4994"	2	0	0.35	94	0.728	0.616181229773463
"4995"	2	0	0.35	95	0.712	0.616181229773463
"4996"	2	0	0.35	96	0.73	0.616181229773463
"4997"	2	0	0.35	97	0.704	0.616181229773463
"4998"	2	0	0.35	98	0.726	0.616181229773463
"4999"	2	0	0.35	99	0.706	0.616181229773463
"5000"	2	0	0.35	100	0.708	0.616181229773463
"5001"	2	0	0.4	1	0.73	0.616181229773463
"5002"	2	0	0.4	2	0.724	0.616181229773463
"5003"	2	0	0.4	3	0.716	0.616181229773463
"5004"	2	0	0.4	4	0.7	0.616181229773463
"5005"	2	0	0.4	5	0.708	0.616181229773463
"5006"	2	0	0.4	6	0.708	0.616181229773463
"5007"	2	0	0.4	7	0.744	0.616181229773463
"5008"	2	0	0.4	8	0.71	0.616181229773463
"5009"	2	0	0.4	9	0.702	0.616181229773463
"5010"	2	0	0.4	10	0.724	0.616181229773463
"5011"	2	0	0.4	11	0.758	0.616181229773463
"5012"	2	0	0.4	12	0.698	0.616181229773463
"5013"	2	0	0.4	13	0.73	0.616181229773463
"5014"	2	0	0.4	14	0.764	0.616181229773463
"5015"	2	0	0.4	15	0.726	0.616181229773463
"5016"	2	0	0.4	16	0.722	0.616181229773463
"5017"	2	0	0.4	17	0.746	0.616181229773463
"5018"	2	0	0.4	18	0.738	0.616181229773463
"5019"	2	0	0.4	19	0.738	0.616181229773463
"5020"	2	0	0.4	20	0.716	0.616181229773463
"5021"	2	0	0.4	21	0.73	0.616181229773463
"5022"	2	0	0.4	22	0.694	0.616181229773463
"5023"	2	0	0.4	23	0.744	0.616181229773463
"5024"	2	0	0.4	24	0.682	0.616181229773463
"5025"	2	0	0.4	25	0.694	0.616181229773463
"5026"	2	0	0.4	26	0.674	0.616181229773463
"5027"	2	0	0.4	27	0.67	0.616181229773463
"5028"	2	0	0.4	28	0.704	0.616181229773463
"5029"	2	0	0.4	29	0.726	0.616181229773463
"5030"	2	0	0.4	30	0.696	0.616181229773463
"5031"	2	0	0.4	31	0.718	0.616181229773463
"5032"	2	0	0.4	32	0.718	0.616181229773463
"5033"	2	0	0.4	33	0.732	0.616181229773463
"5034"	2	0	0.4	34	0.702	0.616181229773463
"5035"	2	0	0.4	35	0.734	0.616181229773463
"5036"	2	0	0.4	36	0.742	0.616181229773463
"5037"	2	0	0.4	37	0.7	0.616181229773463
"5038"	2	0	0.4	38	0.75	0.616181229773463
"5039"	2	0	0.4	39	0.732	0.616181229773463
"5040"	2	0	0.4	40	0.716	0.616181229773463
"5041"	2	0	0.4	41	0.698	0.616181229773463
"5042"	2	0	0.4	42	0.674	0.616181229773463
"5043"	2	0	0.4	43	0.712	0.616181229773463
"5044"	2	0	0.4	44	0.708	0.616181229773463
"5045"	2	0	0.4	45	0.702	0.616181229773463
"5046"	2	0	0.4	46	0.726	0.616181229773463
"5047"	2	0	0.4	47	0.72	0.616181229773463
"5048"	2	0	0.4	48	0.732	0.616181229773463
"5049"	2	0	0.4	49	0.73	0.616181229773463
"5050"	2	0	0.4	50	0.742	0.616181229773463
"5051"	2	0	0.4	51	0.732	0.616181229773463
"5052"	2	0	0.4	52	0.722	0.616181229773463
"5053"	2	0	0.4	53	0.722	0.616181229773463
"5054"	2	0	0.4	54	0.702	0.616181229773463
"5055"	2	0	0.4	55	0.722	0.616181229773463
"5056"	2	0	0.4	56	0.696	0.616181229773463
"5057"	2	0	0.4	57	0.714	0.616181229773463
"5058"	2	0	0.4	58	0.702	0.616181229773463
"5059"	2	0	0.4	59	0.694	0.616181229773463
"5060"	2	0	0.4	60	0.732	0.616181229773463
"5061"	2	0	0.4	61	0.74	0.616181229773463
"5062"	2	0	0.4	62	0.702	0.616181229773463
"5063"	2	0	0.4	63	0.712	0.616181229773463
"5064"	2	0	0.4	64	0.704	0.616181229773463
"5065"	2	0	0.4	65	0.728	0.616181229773463
"5066"	2	0	0.4	66	0.726	0.616181229773463
"5067"	2	0	0.4	67	0.734	0.616181229773463
"5068"	2	0	0.4	68	0.694	0.616181229773463
"5069"	2	0	0.4	69	0.716	0.616181229773463
"5070"	2	0	0.4	70	0.72	0.616181229773463
"5071"	2	0	0.4	71	0.682	0.616181229773463
"5072"	2	0	0.4	72	0.698	0.616181229773463
"5073"	2	0	0.4	73	0.746	0.616181229773463
"5074"	2	0	0.4	74	0.71	0.616181229773463
"5075"	2	0	0.4	75	0.686	0.616181229773463
"5076"	2	0	0.4	76	0.71	0.616181229773463
"5077"	2	0	0.4	77	0.68	0.616181229773463
"5078"	2	0	0.4	78	0.698	0.616181229773463
"5079"	2	0	0.4	79	0.748	0.616181229773463
"5080"	2	0	0.4	80	0.7	0.616181229773463
"5081"	2	0	0.4	81	0.698	0.616181229773463
"5082"	2	0	0.4	82	0.748	0.616181229773463
"5083"	2	0	0.4	83	0.706	0.616181229773463
"5084"	2	0	0.4	84	0.728	0.616181229773463
"5085"	2	0	0.4	85	0.73	0.616181229773463
"5086"	2	0	0.4	86	0.71	0.616181229773463
"5087"	2	0	0.4	87	0.694	0.616181229773463
"5088"	2	0	0.4	88	0.7	0.616181229773463
"5089"	2	0	0.4	89	0.706	0.616181229773463
"5090"	2	0	0.4	90	0.696	0.616181229773463
"5091"	2	0	0.4	91	0.73	0.616181229773463
"5092"	2	0	0.4	92	0.68	0.616181229773463
"5093"	2	0	0.4	93	0.702	0.616181229773463
"5094"	2	0	0.4	94	0.708	0.616181229773463
"5095"	2	0	0.4	95	0.734	0.616181229773463
"5096"	2	0	0.4	96	0.694	0.616181229773463
"5097"	2	0	0.4	97	0.728	0.616181229773463
"5098"	2	0	0.4	98	0.748	0.616181229773463
"5099"	2	0	0.4	99	0.726	0.616181229773463
"5100"	2	0	0.4	100	0.716	0.616181229773463
"5101"	2	0	0.45	1	0.71	0.616181229773463
"5102"	2	0	0.45	2	0.712	0.616181229773463
"5103"	2	0	0.45	3	0.728	0.616181229773463
"5104"	2	0	0.45	4	0.73	0.616181229773463
"5105"	2	0	0.45	5	0.716	0.616181229773463
"5106"	2	0	0.45	6	0.712	0.616181229773463
"5107"	2	0	0.45	7	0.704	0.616181229773463
"5108"	2	0	0.45	8	0.758	0.616181229773463
"5109"	2	0	0.45	9	0.736	0.616181229773463
"5110"	2	0	0.45	10	0.714	0.616181229773463
"5111"	2	0	0.45	11	0.73	0.616181229773463
"5112"	2	0	0.45	12	0.728	0.616181229773463
