"treatment"	"h"	"p"	"repl"	"complianceRate"	"observedCompliance"
"1443"	0	0	0.7	43	0.552	0.546240851630073
"1444"	0	0	0.7	44	0.598	0.546240851630073
"1445"	0	0	0.7	45	0.558	0.546240851630073
"1446"	0	0	0.7	46	0.54	0.546240851630073
"1447"	0	0	0.7	47	0.566	0.546240851630073
"1448"	0	0	0.7	48	0.572	0.546240851630073
"1449"	0	0	0.7	49	0.546	0.546240851630073
"1450"	0	0	0.7	50	0.556	0.546240851630073
"1451"	0	0	0.7	51	0.598	0.546240851630073
"1452"	0	0	0.7	52	0.564	0.546240851630073
"1453"	0	0	0.7	53	0.574	0.546240851630073
"1454"	0	0	0.7	54	0.58	0.546240851630073
"1455"	0	0	0.7	55	0.614	0.546240851630073
"1456"	0	0	0.7	56	0.572	0.546240851630073
"1457"	0	0	0.7	57	0.572	0.546240851630073
"1458"	0	0	0.7	58	0.58	0.546240851630073
"1459"	0	0	0.7	59	0.592	0.546240851630073
"1460"	0	0	0.7	60	0.598	0.546240851630073
"1461"	0	0	0.7	61	0.564	0.546240851630073
"1462"	0	0	0.7	62	0.566	0.546240851630073
"1463"	0	0	0.7	63	0.572	0.546240851630073
"1464"	0	0	0.7	64	0.574	0.546240851630073
"1465"	0	0	0.7	65	0.568	0.546240851630073
"1466"	0	0	0.7	66	0.566	0.546240851630073
"1467"	0	0	0.7	67	0.608	0.546240851630073
"1468"	0	0	0.7	68	0.552	0.546240851630073
"1469"	0	0	0.7	69	0.542	0.546240851630073
"1470"	0	0	0.7	70	0.582	0.546240851630073
"1471"	0	0	0.7	71	0.568	0.546240851630073
"1472"	0	0	0.7	72	0.572	0.546240851630073
"1473"	0	0	0.7	73	0.57	0.546240851630073
"1474"	0	0	0.7	74	0.588	0.546240851630073
"1475"	0	0	0.7	75	0.528	0.546240851630073
"1476"	0	0	0.7	76	0.532	0.546240851630073
"1477"	0	0	0.7	77	0.598	0.546240851630073
"1478"	0	0	0.7	78	0.602	0.546240851630073
"1479"	0	0	0.7	79	0.508	0.546240851630073
"1480"	0	0	0.7	80	0.576	0.546240851630073
"1481"	0	0	0.7	81	0.61	0.546240851630073
"1482"	0	0	0.7	82	0.546	0.546240851630073
"1483"	0	0	0.7	83	0.544	0.546240851630073
"1484"	0	0	0.7	84	0.562	0.546240851630073
"1485"	0	0	0.7	85	0.56	0.546240851630073
"1486"	0	0	0.7	86	0.562	0.546240851630073
"1487"	0	0	0.7	87	0.596	0.546240851630073
"1488"	0	0	0.7	88	0.566	0.546240851630073
"1489"	0	0	0.7	89	0.59	0.546240851630073
"1490"	0	0	0.7	90	0.552	0.546240851630073
"1491"	0	0	0.7	91	0.564	0.546240851630073
"1492"	0	0	0.7	92	0.556	0.546240851630073
"1493"	0	0	0.7	93	0.62	0.546240851630073
"1494"	0	0	0.7	94	0.582	0.546240851630073
"1495"	0	0	0.7	95	0.564	0.546240851630073
"1496"	0	0	0.7	96	0.564	0.546240851630073
"1497"	0	0	0.7	97	0.59	0.546240851630073
"1498"	0	0	0.7	98	0.558	0.546240851630073
"1499"	0	0	0.7	99	0.584	0.546240851630073
"1500"	0	0	0.7	100	0.56	0.546240851630073
"1501"	0	0	0.75	1	0.56	0.546240851630073
"1502"	0	0	0.75	2	0.516	0.546240851630073
"1503"	0	0	0.75	3	0.544	0.546240851630073
"1504"	0	0	0.75	4	0.582	0.546240851630073
"1505"	0	0	0.75	5	0.562	0.546240851630073
"1506"	0	0	0.75	6	0.566	0.546240851630073
"1507"	0	0	0.75	7	0.558	0.546240851630073
"1508"	0	0	0.75	8	0.554	0.546240851630073
"1509"	0	0	0.75	9	0.582	0.546240851630073
"1510"	0	0	0.75	10	0.516	0.546240851630073
"1511"	0	0	0.75	11	0.57	0.546240851630073
"1512"	0	0	0.75	12	0.554	0.546240851630073
"1513"	0	0	0.75	13	0.576	0.546240851630073
"1514"	0	0	0.75	14	0.58	0.546240851630073
"1515"	0	0	0.75	15	0.58	0.546240851630073
"1516"	0	0	0.75	16	0.6	0.546240851630073
"1517"	0	0	0.75	17	0.612	0.546240851630073
"1518"	0	0	0.75	18	0.556	0.546240851630073
"1519"	0	0	0.75	19	0.578	0.546240851630073
"1520"	0	0	0.75	20	0.54	0.546240851630073
"1521"	0	0	0.75	21	0.578	0.546240851630073
"1522"	0	0	0.75	22	0.554	0.546240851630073
"1523"	0	0	0.75	23	0.586	0.546240851630073
"1524"	0	0	0.75	24	0.588	0.546240851630073
"1525"	0	0	0.75	25	0.558	0.546240851630073
"1526"	0	0	0.75	26	0.588	0.546240851630073
"1527"	0	0	0.75	27	0.49	0.546240851630073
"1528"	0	0	0.75	28	0.594	0.546240851630073
"1529"	0	0	0.75	29	0.6	0.546240851630073
"1530"	0	0	0.75	30	0.57	0.546240851630073
"1531"	0	0	0.75	31	0.542	0.546240851630073
"1532"	0	0	0.75	32	0.556	0.546240851630073
"1533"	0	0	0.75	33	0.568	0.546240851630073
"1534"	0	0	0.75	34	0.524	0.546240851630073
"1535"	0	0	0.75	35	0.548	0.546240851630073
"1536"	0	0	0.75	36	0.594	0.546240851630073
"1537"	0	0	0.75	37	0.558	0.546240851630073
"1538"	0	0	0.75	38	0.534	0.546240851630073
"1539"	0	0	0.75	39	0.556	0.546240851630073
"1540"	0	0	0.75	40	0.596	0.546240851630073
"1541"	0	0	0.75	41	0.612	0.546240851630073
"1542"	0	0	0.75	42	0.596	0.546240851630073
"1543"	0	0	0.75	43	0.536	0.546240851630073
"1544"	0	0	0.75	44	0.566	0.546240851630073
"1545"	0	0	0.75	45	0.522	0.546240851630073
"1546"	0	0	0.75	46	0.578	0.546240851630073
"1547"	0	0	0.75	47	0.558	0.546240851630073
"1548"	0	0	0.75	48	0.566	0.546240851630073
"1549"	0	0	0.75	49	0.56	0.546240851630073
"1550"	0	0	0.75	50	0.54	0.546240851630073
"1551"	0	0	0.75	51	0.578	0.546240851630073
"1552"	0	0	0.75	52	0.564	0.546240851630073
"1553"	0	0	0.75	53	0.528	0.546240851630073
"1554"	0	0	0.75	54	0.58	0.546240851630073
"1555"	0	0	0.75	55	0.564	0.546240851630073
"1556"	0	0	0.75	56	0.568	0.546240851630073
"1557"	0	0	0.75	57	0.56	0.546240851630073
"1558"	0	0	0.75	58	0.552	0.546240851630073
"1559"	0	0	0.75	59	0.618	0.546240851630073
"1560"	0	0	0.75	60	0.56	0.546240851630073
"1561"	0	0	0.75	61	0.552	0.546240851630073
"1562"	0	0	0.75	62	0.56	0.546240851630073
"1563"	0	0	0.75	63	0.542	0.546240851630073
"1564"	0	0	0.75	64	0.564	0.546240851630073
"1565"	0	0	0.75	65	0.544	0.546240851630073
"1566"	0	0	0.75	66	0.548	0.546240851630073
"1567"	0	0	0.75	67	0.578	0.546240851630073
"1568"	0	0	0.75	68	0.572	0.546240851630073
"1569"	0	0	0.75	69	0.534	0.546240851630073
"1570"	0	0	0.75	70	0.574	0.546240851630073
"1571"	0	0	0.75	71	0.584	0.546240851630073
"1572"	0	0	0.75	72	0.582	0.546240851630073
"1573"	0	0	0.75	73	0.566	0.546240851630073
"1574"	0	0	0.75	74	0.564	0.546240851630073
"1575"	0	0	0.75	75	0.602	0.546240851630073
"1576"	0	0	0.75	76	0.548	0.546240851630073
"1577"	0	0	0.75	77	0.546	0.546240851630073
"1578"	0	0	0.75	78	0.558	0.546240851630073
"1579"	0	0	0.75	79	0.568	0.546240851630073
"1580"	0	0	0.75	80	0.552	0.546240851630073
"1581"	0	0	0.75	81	0.582	0.546240851630073
"1582"	0	0	0.75	82	0.564	0.546240851630073
"1583"	0	0	0.75	83	0.562	0.546240851630073
"1584"	0	0	0.75	84	0.55	0.546240851630073
"1585"	0	0	0.75	85	0.572	0.546240851630073
"1586"	0	0	0.75	86	0.574	0.546240851630073
"1587"	0	0	0.75	87	0.592	0.546240851630073
"1588"	0	0	0.75	88	0.572	0.546240851630073
"1589"	0	0	0.75	89	0.572	0.546240851630073
"1590"	0	0	0.75	90	0.568	0.546240851630073
"1591"	0	0	0.75	91	0.536	0.546240851630073
"1592"	0	0	0.75	92	0.59	0.546240851630073
"1593"	0	0	0.75	93	0.602	0.546240851630073
"1594"	0	0	0.75	94	0.52	0.546240851630073
"1595"	0	0	0.75	95	0.568	0.546240851630073
"1596"	0	0	0.75	96	0.612	0.546240851630073
"1597"	0	0	0.75	97	0.54	0.546240851630073
"1598"	0	0	0.75	98	0.532	0.546240851630073
"1599"	0	0	0.75	99	0.562	0.546240851630073
"1600"	0	0	0.75	100	0.542	0.546240851630073
"1601"	0	0	0.8	1	0.55	0.546240851630073
"1602"	0	0	0.8	2	0.544	0.546240851630073
"1603"	0	0	0.8	3	0.598	0.546240851630073
"1604"	0	0	0.8	4	0.564	0.546240851630073
"1605"	0	0	0.8	5	0.62	0.546240851630073
"1606"	0	0	0.8	6	0.582	0.546240851630073
"1607"	0	0	0.8	7	0.55	0.546240851630073
"1608"	0	0	0.8	8	0.55	0.546240851630073
"1609"	0	0	0.8	9	0.582	0.546240851630073
"1610"	0	0	0.8	10	0.532	0.546240851630073
"1611"	0	0	0.8	11	0.572	0.546240851630073
"1612"	0	0	0.8	12	0.592	0.546240851630073
"1613"	0	0	0.8	13	0.558	0.546240851630073
"1614"	0	0	0.8	14	0.57	0.546240851630073
"1615"	0	0	0.8	15	0.598	0.546240851630073
"1616"	0	0	0.8	16	0.588	0.546240851630073
"1617"	0	0	0.8	17	0.578	0.546240851630073
"1618"	0	0	0.8	18	0.57	0.546240851630073
"1619"	0	0	0.8	19	0.566	0.546240851630073
"1620"	0	0	0.8	20	0.562	0.546240851630073
"1621"	0	0	0.8	21	0.586	0.546240851630073
"1622"	0	0	0.8	22	0.58	0.546240851630073
"1623"	0	0	0.8	23	0.57	0.546240851630073
"1624"	0	0	0.8	24	0.54	0.546240851630073
"1625"	0	0	0.8	25	0.53	0.546240851630073
"1626"	0	0	0.8	26	0.554	0.546240851630073
"1627"	0	0	0.8	27	0.558	0.546240851630073
"1628"	0	0	0.8	28	0.562	0.546240851630073
"1629"	0	0	0.8	29	0.556	0.546240851630073
"1630"	0	0	0.8	30	0.594	0.546240851630073
"1631"	0	0	0.8	31	0.554	0.546240851630073
"1632"	0	0	0.8	32	0.552	0.546240851630073
"1633"	0	0	0.8	33	0.566	0.546240851630073
"1634"	0	0	0.8	34	0.556	0.546240851630073
"1635"	0	0	0.8	35	0.572	0.546240851630073
"1636"	0	0	0.8	36	0.542	0.546240851630073
"1637"	0	0	0.8	37	0.544	0.546240851630073
"1638"	0	0	0.8	38	0.582	0.546240851630073
"1639"	0	0	0.8	39	0.584	0.546240851630073
"1640"	0	0	0.8	40	0.568	0.546240851630073
"1641"	0	0	0.8	41	0.558	0.546240851630073
"1642"	0	0	0.8	42	0.512	0.546240851630073
"1643"	0	0	0.8	43	0.514	0.546240851630073
"1644"	0	0	0.8	44	0.554	0.546240851630073
"1645"	0	0	0.8	45	0.556	0.546240851630073
"1646"	0	0	0.8	46	0.558	0.546240851630073
"1647"	0	0	0.8	47	0.558	0.546240851630073
"1648"	0	0	0.8	48	0.58	0.546240851630073
"1649"	0	0	0.8	49	0.56	0.546240851630073
"1650"	0	0	0.8	50	0.554	0.546240851630073
"1651"	0	0	0.8	51	0.56	0.546240851630073
"1652"	0	0	0.8	52	0.568	0.546240851630073
"1653"	0	0	0.8	53	0.56	0.546240851630073
"1654"	0	0	0.8	54	0.582	0.546240851630073
"1655"	0	0	0.8	55	0.552	0.546240851630073
"1656"	0	0	0.8	56	0.532	0.546240851630073
"1657"	0	0	0.8	57	0.552	0.546240851630073
"1658"	0	0	0.8	58	0.584	0.546240851630073
"1659"	0	0	0.8	59	0.542	0.546240851630073
"1660"	0	0	0.8	60	0.574	0.546240851630073
"1661"	0	0	0.8	61	0.522	0.546240851630073
"1662"	0	0	0.8	62	0.546	0.546240851630073
"1663"	0	0	0.8	63	0.562	0.546240851630073
"1664"	0	0	0.8	64	0.532	0.546240851630073
"1665"	0	0	0.8	65	0.534	0.546240851630073
"1666"	0	0	0.8	66	0.526	0.546240851630073
"1667"	0	0	0.8	67	0.568	0.546240851630073
"1668"	0	0	0.8	68	0.59	0.546240851630073
"1669"	0	0	0.8	69	0.548	0.546240851630073
"1670"	0	0	0.8	70	0.582	0.546240851630073
"1671"	0	0	0.8	71	0.59	0.546240851630073
"1672"	0	0	0.8	72	0.566	0.546240851630073
"1673"	0	0	0.8	73	0.578	0.546240851630073
"1674"	0	0	0.8	74	0.582	0.546240851630073
"1675"	0	0	0.8	75	0.532	0.546240851630073
"1676"	0	0	0.8	76	0.488	0.546240851630073
"1677"	0	0	0.8	77	0.574	0.546240851630073
"1678"	0	0	0.8	78	0.582	0.546240851630073
"1679"	0	0	0.8	79	0.576	0.546240851630073
"1680"	0	0	0.8	80	0.514	0.546240851630073
"1681"	0	0	0.8	81	0.604	0.546240851630073
"1682"	0	0	0.8	82	0.576	0.546240851630073
"1683"	0	0	0.8	83	0.556	0.546240851630073
"1684"	0	0	0.8	84	0.54	0.546240851630073
"1685"	0	0	0.8	85	0.566	0.546240851630073
"1686"	0	0	0.8	86	0.554	0.546240851630073
"1687"	0	0	0.8	87	0.576	0.546240851630073
"1688"	0	0	0.8	88	0.566	0.546240851630073
"1689"	0	0	0.8	89	0.55	0.546240851630073
"1690"	0	0	0.8	90	0.576	0.546240851630073
"1691"	0	0	0.8	91	0.548	0.546240851630073
"1692"	0	0	0.8	92	0.54	0.546240851630073
"1693"	0	0	0.8	93	0.526	0.546240851630073
"1694"	0	0	0.8	94	0.568	0.546240851630073
"1695"	0	0	0.8	95	0.572	0.546240851630073
"1696"	0	0	0.8	96	0.556	0.546240851630073
"1697"	0	0	0.8	97	0.522	0.546240851630073
"1698"	0	0	0.8	98	0.562	0.546240851630073
"1699"	0	0	0.8	99	0.566	0.546240851630073
"1700"	0	0	0.8	100	0.522	0.546240851630073
"1701"	0	0	0.85	1	0.526	0.546240851630073
"1702"	0	0	0.85	2	0.572	0.546240851630073
"1703"	0	0	0.85	3	0.586	0.546240851630073
"1704"	0	0	0.85	4	0.586	0.546240851630073
"1705"	0	0	0.85	5	0.574	0.546240851630073
"1706"	0	0	0.85	6	0.558	0.546240851630073
"1707"	0	0	0.85	7	0.592	0.546240851630073
"1708"	0	0	0.85	8	0.582	0.546240851630073
"1709"	0	0	0.85	9	0.51	0.546240851630073
"1710"	0	0	0.85	10	0.562	0.546240851630073
"1711"	0	0	0.85	11	0.566	0.546240851630073
"1712"	0	0	0.85	12	0.578	0.546240851630073
"1713"	0	0	0.85	13	0.53	0.546240851630073
"1714"	0	0	0.85	14	0.562	0.546240851630073
"1715"	0	0	0.85	15	0.546	0.546240851630073
"1716"	0	0	0.85	16	0.558	0.546240851630073
"1717"	0	0	0.85	17	0.56	0.546240851630073
"1718"	0	0	0.85	18	0.604	0.546240851630073
"1719"	0	0	0.85	19	0.608	0.546240851630073
"1720"	0	0	0.85	20	0.556	0.546240851630073
"1721"	0	0	0.85	21	0.578	0.546240851630073
"1722"	0	0	0.85	22	0.596	0.546240851630073
"1723"	0	0	0.85	23	0.54	0.546240851630073
"1724"	0	0	0.85	24	0.54	0.546240851630073
"1725"	0	0	0.85	25	0.53	0.546240851630073
"1726"	0	0	0.85	26	0.58	0.546240851630073
"1727"	0	0	0.85	27	0.534	0.546240851630073
"1728"	0	0	0.85	28	0.542	0.546240851630073
"1729"	0	0	0.85	29	0.584	0.546240851630073
"1730"	0	0	0.85	30	0.546	0.546240851630073
"1731"	0	0	0.85	31	0.576	0.546240851630073
"1732"	0	0	0.85	32	0.618	0.546240851630073
"1733"	0	0	0.85	33	0.566	0.546240851630073
"1734"	0	0	0.85	34	0.546	0.546240851630073
"1735"	0	0	0.85	35	0.594	0.546240851630073
"1736"	0	0	0.85	36	0.562	0.546240851630073
"1737"	0	0	0.85	37	0.562	0.546240851630073
"1738"	0	0	0.85	38	0.552	0.546240851630073
"1739"	0	0	0.85	39	0.556	0.546240851630073
"1740"	0	0	0.85	40	0.59	0.546240851630073
"1741"	0	0	0.85	41	0.52	0.546240851630073
"1742"	0	0	0.85	42	0.544	0.546240851630073
"1743"	0	0	0.85	43	0.554	0.546240851630073
"1744"	0	0	0.85	44	0.53	0.546240851630073
"1745"	0	0	0.85	45	0.584	0.546240851630073
"1746"	0	0	0.85	46	0.526	0.546240851630073
"1747"	0	0	0.85	47	0.538	0.546240851630073
"1748"	0	0	0.85	48	0.552	0.546240851630073
"1749"	0	0	0.85	49	0.6	0.546240851630073
"1750"	0	0	0.85	50	0.55	0.546240851630073
"1751"	0	0	0.85	51	0.572	0.546240851630073
"1752"	0	0	0.85	52	0.568	0.546240851630073
"1753"	0	0	0.85	53	0.536	0.546240851630073
"1754"	0	0	0.85	54	0.57	0.546240851630073
"1755"	0	0	0.85	55	0.556	0.546240851630073
"1756"	0	0	0.85	56	0.512	0.546240851630073
"1757"	0	0	0.85	57	0.548	0.546240851630073
"1758"	0	0	0.85	58	0.578	0.546240851630073
"1759"	0	0	0.85	59	0.592	0.546240851630073
"1760"	0	0	0.85	60	0.556	0.546240851630073
"1761"	0	0	0.85	61	0.572	0.546240851630073
"1762"	0	0	0.85	62	0.57	0.546240851630073
"1763"	0	0	0.85	63	0.544	0.546240851630073
"1764"	0	0	0.85	64	0.508	0.546240851630073
"1765"	0	0	0.85	65	0.578	0.546240851630073
"1766"	0	0	0.85	66	0.59	0.546240851630073
"1767"	0	0	0.85	67	0.53	0.546240851630073
"1768"	0	0	0.85	68	0.572	0.546240851630073
"1769"	0	0	0.85	69	0.524	0.546240851630073
"1770"	0	0	0.85	70	0.578	0.546240851630073
"1771"	0	0	0.85	71	0.558	0.546240851630073
"1772"	0	0	0.85	72	0.554	0.546240851630073
"1773"	0	0	0.85	73	0.526	0.546240851630073
"1774"	0	0	0.85	74	0.512	0.546240851630073
"1775"	0	0	0.85	75	0.532	0.546240851630073
"1776"	0	0	0.85	76	0.586	0.546240851630073
"1777"	0	0	0.85	77	0.57	0.546240851630073
"1778"	0	0	0.85	78	0.554	0.546240851630073
"1779"	0	0	0.85	79	0.55	0.546240851630073
"1780"	0	0	0.85	80	0.542	0.546240851630073
"1781"	0	0	0.85	81	0.514	0.546240851630073
"1782"	0	0	0.85	82	0.564	0.546240851630073
"1783"	0	0	0.85	83	0.52	0.546240851630073
"1784"	0	0	0.85	84	0.526	0.546240851630073
"1785"	0	0	0.85	85	0.54	0.546240851630073
"1786"	0	0	0.85	86	0.552	0.546240851630073
"1787"	0	0	0.85	87	0.562	0.546240851630073
"1788"	0	0	0.85	88	0.508	0.546240851630073
"1789"	0	0	0.85	89	0.538	0.546240851630073
"1790"	0	0	0.85	90	0.592	0.546240851630073
"1791"	0	0	0.85	91	0.564	0.546240851630073
"1792"	0	0	0.85	92	0.574	0.546240851630073
"1793"	0	0	0.85	93	0.536	0.546240851630073
"1794"	0	0	0.85	94	0.56	0.546240851630073
"1795"	0	0	0.85	95	0.568	0.546240851630073
"1796"	0	0	0.85	96	0.598	0.546240851630073
"1797"	0	0	0.85	97	0.526	0.546240851630073
"1798"	0	0	0.85	98	0.574	0.546240851630073
"1799"	0	0	0.85	99	0.574	0.546240851630073
"1800"	0	0	0.85	100	0.544	0.546240851630073
"1801"	0	0	0.9	1	0.554	0.546240851630073
"1802"	0	0	0.9	2	0.588	0.546240851630073
"1803"	0	0	0.9	3	0.546	0.546240851630073
"1804"	0	0	0.9	4	0.558	0.546240851630073
"1805"	0	0	0.9	5	0.526	0.546240851630073
"1806"	0	0	0.9	6	0.57	0.546240851630073
"1807"	0	0	0.9	7	0.564	0.546240851630073
"1808"	0	0	0.9	8	0.576	0.546240851630073
"1809"	0	0	0.9	9	0.56	0.546240851630073
"1810"	0	0	0.9	10	0.556	0.546240851630073
"1811"	0	0	0.9	11	0.558	0.546240851630073
"1812"	0	0	0.9	12	0.572	0.546240851630073
"1813"	0	0	0.9	13	0.54	0.546240851630073
"1814"	0	0	0.9	14	0.548	0.546240851630073
"1815"	0	0	0.9	15	0.574	0.546240851630073
"1816"	0	0	0.9	16	0.542	0.546240851630073
"1817"	0	0	0.9	17	0.558	0.546240851630073
"1818"	0	0	0.9	18	0.584	0.546240851630073
"1819"	0	0	0.9	19	0.582	0.546240851630073
"1820"	0	0	0.9	20	0.556	0.546240851630073
"1821"	0	0	0.9	21	0.52	0.546240851630073
"1822"	0	0	0.9	22	0.574	0.546240851630073
"1823"	0	0	0.9	23	0.538	0.546240851630073
"1824"	0	0	0.9	24	0.564	0.546240851630073
"1825"	0	0	0.9	25	0.586	0.546240851630073
"1826"	0	0	0.9	26	0.54	0.546240851630073
"1827"	0	0	0.9	27	0.516	0.546240851630073
"1828"	0	0	0.9	28	0.528	0.546240851630073
"1829"	0	0	0.9	29	0.554	0.546240851630073
"1830"	0	0	0.9	30	0.554	0.546240851630073
"1831"	0	0	0.9	31	0.532	0.546240851630073
"1832"	0	0	0.9	32	0.59	0.546240851630073
"1833"	0	0	0.9	33	0.542	0.546240851630073
"1834"	0	0	0.9	34	0.568	0.546240851630073
"1835"	0	0	0.9	35	0.582	0.546240851630073
"1836"	0	0	0.9	36	0.546	0.546240851630073
"1837"	0	0	0.9	37	0.594	0.546240851630073
"1838"	0	0	0.9	38	0.572	0.546240851630073
"1839"	0	0	0.9	39	0.526	0.546240851630073
"1840"	0	0	0.9	40	0.548	0.546240851630073
"1841"	0	0	0.9	41	0.58	0.546240851630073
"1842"	0	0	0.9	42	0.556	0.546240851630073
"1843"	0	0	0.9	43	0.582	0.546240851630073
"1844"	0	0	0.9	44	0.52	0.546240851630073
"1845"	0	0	0.9	45	0.56	0.546240851630073
"1846"	0	0	0.9	46	0.576	0.546240851630073
"1847"	0	0	0.9	47	0.552	0.546240851630073
"1848"	0	0	0.9	48	0.516	0.546240851630073
"1849"	0	0	0.9	49	0.6	0.546240851630073
"1850"	0	0	0.9	50	0.532	0.546240851630073
"1851"	0	0	0.9	51	0.53	0.546240851630073
"1852"	0	0	0.9	52	0.532	0.546240851630073
"1853"	0	0	0.9	53	0.566	0.546240851630073
"1854"	0	0	0.9	54	0.528	0.546240851630073
"1855"	0	0	0.9	55	0.544	0.546240851630073
"1856"	0	0	0.9	56	0.548	0.546240851630073
"1857"	0	0	0.9	57	0.538	0.546240851630073
"1858"	0	0	0.9	58	0.534	0.546240851630073
"1859"	0	0	0.9	59	0.554	0.546240851630073
"1860"	0	0	0.9	60	0.568	0.546240851630073
"1861"	0	0	0.9	61	0.538	0.546240851630073
"1862"	0	0	0.9	62	0.566	0.546240851630073
"1863"	0	0	0.9	63	0.536	0.546240851630073
"1864"	0	0	0.9	64	0.56	0.546240851630073
"1865"	0	0	0.9	65	0.56	0.546240851630073
"1866"	0	0	0.9	66	0.55	0.546240851630073
"1867"	0	0	0.9	67	0.534	0.546240851630073
"1868"	0	0	0.9	68	0.58	0.546240851630073
"1869"	0	0	0.9	69	0.546	0.546240851630073
"1870"	0	0	0.9	70	0.54	0.546240851630073
"1871"	0	0	0.9	71	0.514	0.546240851630073
"1872"	0	0	0.9	72	0.574	0.546240851630073
"1873"	0	0	0.9	73	0.54	0.546240851630073
"1874"	0	0	0.9	74	0.528	0.546240851630073
"1875"	0	0	0.9	75	0.566	0.546240851630073
"1876"	0	0	0.9	76	0.566	0.546240851630073
"1877"	0	0	0.9	77	0.53	0.546240851630073
"1878"	0	0	0.9	78	0.552	0.546240851630073
"1879"	0	0	0.9	79	0.53	0.546240851630073
"1880"	0	0	0.9	80	0.574	0.546240851630073
"1881"	0	0	0.9	81	0.582	0.546240851630073
"1882"	0	0	0.9	82	0.554	0.546240851630073
"1883"	0	0	0.9	83	0.576	0.546240851630073
"1884"	0	0	0.9	84	0.544	0.546240851630073
"1885"	0	0	0.9	85	0.538	0.546240851630073
"1886"	0	0	0.9	86	0.53	0.546240851630073
"1887"	0	0	0.9	87	0.552	0.546240851630073
"1888"	0	0	0.9	88	0.558	0.546240851630073
"1889"	0	0	0.9	89	0.56	0.546240851630073
"1890"	0	0	0.9	90	0.558	0.546240851630073
"1891"	0	0	0.9	91	0.552	0.546240851630073
"1892"	0	0	0.9	92	0.576	0.546240851630073
"1893"	0	0	0.9	93	0.548	0.546240851630073
"1894"	0	0	0.9	94	0.544	0.546240851630073
"1895"	0	0	0.9	95	0.586	0.546240851630073
"1896"	0	0	0.9	96	0.548	0.546240851630073
"1897"	0	0	0.9	97	0.53	0.546240851630073
"1898"	0	0	0.9	98	0.548	0.546240851630073
"1899"	0	0	0.9	99	0.564	0.546240851630073
"1900"	0	0	0.9	100	0.556	0.546240851630073
"1901"	0	0	0.95	1	0.58	0.546240851630073
"1902"	0	0	0.95	2	0.564	0.546240851630073
"1903"	0	0	0.95	3	0.564	0.546240851630073
"1904"	0	0	0.95	4	0.588	0.546240851630073
"1905"	0	0	0.95	5	0.564	0.546240851630073
"1906"	0	0	0.95	6	0.536	0.546240851630073
"1907"	0	0	0.95	7	0.556	0.546240851630073
"1908"	0	0	0.95	8	0.542	0.546240851630073
"1909"	0	0	0.95	9	0.558	0.546240851630073
"1910"	0	0	0.95	10	0.506	0.546240851630073
"1911"	0	0	0.95	11	0.554	0.546240851630073
"1912"	0	0	0.95	12	0.516	0.546240851630073
"1913"	0	0	0.95	13	0.608	0.546240851630073
"1914"	0	0	0.95	14	0.57	0.546240851630073
"1915"	0	0	0.95	15	0.548	0.546240851630073
"1916"	0	0	0.95	16	0.552	0.546240851630073
"1917"	0	0	0.95	17	0.516	0.546240851630073
"1918"	0	0	0.95	18	0.552	0.546240851630073
"1919"	0	0	0.95	19	0.582	0.546240851630073
"1920"	0	0	0.95	20	0.576	0.546240851630073
"1921"	0	0	0.95	21	0.574	0.546240851630073
"1922"	0	0	0.95	22	0.568	0.546240851630073
"1923"	0	0	0.95	23	0.572	0.546240851630073
"1924"	0	0	0.95	24	0.556	0.546240851630073
"1925"	0	0	0.95	25	0.548	0.546240851630073
"1926"	0	0	0.95	26	0.552	0.546240851630073
"1927"	0	0	0.95	27	0.584	0.546240851630073
"1928"	0	0	0.95	28	0.616	0.546240851630073
"1929"	0	0	0.95	29	0.574	0.546240851630073
"1930"	0	0	0.95	30	0.524	0.546240851630073
"1931"	0	0	0.95	31	0.536	0.546240851630073
"1932"	0	0	0.95	32	0.534	0.546240851630073
"1933"	0	0	0.95	33	0.558	0.546240851630073
"1934"	0	0	0.95	34	0.558	0.546240851630073
"1935"	0	0	0.95	35	0.486	0.546240851630073
"1936"	0	0	0.95	36	0.53	0.546240851630073
"1937"	0	0	0.95	37	0.548	0.546240851630073
"1938"	0	0	0.95	38	0.57	0.546240851630073
"1939"	0	0	0.95	39	0.576	0.546240851630073
"1940"	0	0	0.95	40	0.56	0.546240851630073
"1941"	0	0	0.95	41	0.52	0.546240851630073
"1942"	0	0	0.95	42	0.574	0.546240851630073
"1943"	0	0	0.95	43	0.576	0.546240851630073
"1944"	0	0	0.95	44	0.586	0.546240851630073
"1945"	0	0	0.95	45	0.568	0.546240851630073
"1946"	0	0	0.95	46	0.53	0.546240851630073
"1947"	0	0	0.95	47	0.548	0.546240851630073
"1948"	0	0	0.95	48	0.542	0.546240851630073
"1949"	0	0	0.95	49	0.572	0.546240851630073
"1950"	0	0	0.95	50	0.56	0.546240851630073
"1951"	0	0	0.95	51	0.55	0.546240851630073
"1952"	0	0	0.95	52	0.578	0.546240851630073
"1953"	0	0	0.95	53	0.576	0.546240851630073
"1954"	0	0	0.95	54	0.512	0.546240851630073
"1955"	0	0	0.95	55	0.548	0.546240851630073
"1956"	0	0	0.95	56	0.512	0.546240851630073
"1957"	0	0	0.95	57	0.536	0.546240851630073
"1958"	0	0	0.95	58	0.612	0.546240851630073
"1959"	0	0	0.95	59	0.53	0.546240851630073
